"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 19:09:07 GMT 2024","Fri Jun 14 19:09:08 GMT 2024","682","tests.ui","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 19:08:55 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","361","tests.api","test_api_signup","","","","test_successful_api_signup",""
"passed","Fri Jun 14 19:08:55 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","25","tests.api","test_api_signup","","","","test_should_return_400_if_email_invalid",""
"passed","Fri Jun 14 19:08:55 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","315","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Fri Jun 14 19:09:03 GMT 2024","Fri Jun 14 19:09:05 GMT 2024","2497","tests.ui","test_edit","","","","test_edit",""
"passed","Fri Jun 14 19:08:58 GMT 2024","Fri Jun 14 19:08:58 GMT 2024","700","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 19:08:54 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","313","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 14 19:09:11 GMT 2024","Fri Jun 14 19:09:11 GMT 2024","49","tests.ui","test_register","","","","test_cancel_registration_opens_login_page",""
"passed","Fri Jun 14 19:08:56 GMT 2024","Fri Jun 14 19:08:56 GMT 2024","8","tests.api","test_get_users","","","","test_get_users_no_auth_header",""
"passed","Fri Jun 14 19:09:10 GMT 2024","Fri Jun 14 19:09:11 GMT 2024","856","tests.ui","test_register","","","","test_successful_registration_and_login",""
"passed","Fri Jun 14 19:09:01 GMT 2024","Fri Jun 14 19:09:02 GMT 2024","671","tests.ui","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 14 19:08:54 GMT 2024","Fri Jun 14 19:08:54 GMT 2024","728","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 14 19:09:07 GMT 2024","Fri Jun 14 19:09:07 GMT 2024","46","tests.ui","test_home","","","","test_successful_login",""
"passed","Fri Jun 14 19:08:55 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","15","tests.api","test_api_signup","","","","test_should_return_400_if_username_too_short",""
"passed","Fri Jun 14 19:08:56 GMT 2024","Fri Jun 14 19:08:56 GMT 2024","49","tests.api","test_get_users","","","","test_successful_get_users",""
"passed","Fri Jun 14 19:08:59 GMT 2024","Fri Jun 14 19:09:00 GMT 2024","685","tests","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 19:08:55 GMT 2024","Fri Jun 14 19:08:55 GMT 2024","11","tests.api","test_api_signup","","","","test_should_return_400_if_password_too_short",""
"passed","Fri Jun 14 19:08:56 GMT 2024","Fri Jun 14 19:08:56 GMT 2024","8","tests.api","test_get_users","","","","test_failed_get_users_with_bad_token",""
"passed","Fri Jun 14 19:09:09 GMT 2024","Fri Jun 14 19:09:09 GMT 2024","681","tests.ui","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 19:08:54 GMT 2024","Fri Jun 14 19:08:54 GMT 2024","19","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
